country_name_short,country_name,election_type,election_date,vote_share,seats,seats_total,party_name_short,party_name,party_name_english,left_right,country_id,election_id,previous_parliament_election_id,previous_cabinet_id,party_id,party_name_ascii,family_name_short,family_name,state_market,liberty_authority,eu_anti_pro,cmp,euprofiler,ees,castles_mair,huber_inglehart,ray,benoit_laver,chess,family_id
NLD,Netherlands,parliament,2012-09-12,1.88,2.0,150,50+,50PLUS,50PLUS,6.0,8,785,530.0,1028.0,2109,50PLUS,lib,Liberal,6.7,3.5,8.7,,,,,,,,,6
NLD,Netherlands,parliament,2012-09-12,0.32,0.0,150,no-seat,no seat,no seat,,8,785,530.0,1028.0,2110,no seat,none,no family,,,,,,,,,,,,12
NOR,Norway,parliament,2013-09-09,30.8,55.0,169,DNA,Det norske Arbeiderparti,Norwegian Labour Party,3.3706,9,801,285.0,551.0,104,Det norske Arbeiderparti,soc,Social democracy,2.9574,2.7105,8.2933,12320.0,,,1302.0,2903.0,1503.0,7488.0,3501.0,11
NOR,Norway,parliament,2013-09-09,25.8,48.0,169,H,Høyre,Conservative Party,7.8994,9,801,285.0,551.0,1435,Hoyre,con,Conservative,8.2957,3.584,9.5074,12620.0,,,1306.0,2908.0,1506.0,7524.0,3503.0,26
NOR,Norway,parliament,2013-09-09,16.3,29.0,169,Fr,Fremskrittspartiet,Progress Party,8.7595,9,801,285.0,551.0,351,Fremskrittspartiet,right,Right-wing,7.5,5.5388,6.119,12951.0,,,1307.0,2909.0,1507.0,7506.0,3502.0,40
NOR,Norway,parliament,2013-09-09,5.5,10.0,169,Sp,Senterpartiet,Centre Party,4.6565,9,801,285.0,551.0,702,Senterpartiet,agr,Agrarian,2.807,5.7644,0.188,12810.0,,,1304.0,2904.0,1504.0,7596.0,3505.0,2
NOR,Norway,parliament,2013-09-09,5.6,10.0,169,KrF,Kristelig Folkeparti,Christian Democratic Party,5.8516,9,801,285.0,551.0,1538,Kristelig Folkeparti,chr,Christian democracy,4.5865,9.198,3.1003,12520.0,,,1305.0,2907.0,1505.0,7542.0,3506.0,3
NOR,Norway,parliament,2013-09-09,5.2,9.0,169,V,Venstre,Liberal Party of Norway,5.1467,9,801,285.0,551.0,647,Venstre,lib,Liberal,5.9148,3.2581,4.0766,12420.0,,,1303.0,2906.0,1508.0,7614.0,3507.0,6
NOR,Norway,parliament,2013-09-09,4.1,7.0,169,SV,Sosialistisk Venstreparti,Socialist Left Party,1.5839,9,801,285.0,551.0,81,Sosialistisk Venstreparti,com,Communist/Socialist,1.3534,1.5038,1.1568,12221.0,,,1301.0,2902.0,1502.0,7578.0,3504.0,14
NOR,Norway,parliament,2013-09-09,2.8,1.0,169,MDG,Miljøpartiet De Grønne,Green Party,2.5,9,801,285.0,551.0,2254,Miljopartiet De Gronne,eco,Green/Ecologist,2.5,1.8,6.5,,,,,,,,,19
NOR,Norway,parliament,2013-09-09,1.1,0.0,169,RV,Rød Valgallianse,Red Electoral Alliance,0.4089,9,801,285.0,551.0,1638,Rod Valgallianse,com,Communist/Socialist,0.5764,1.0,0.4511,,,,,2901.0,,7560.0,,14
NZL,New Zealand,parliament,2014-09-20,47.04,60.0,121,NP,National Party,National Party,6.7193,11,829,776.0,986.0,997,National Party,con,Conservative,7.2299,6.9,7.8,64620.0,,,1203.0,2704.0,,7268.0,,26
NZL,New Zealand,parliament,2014-09-20,25.13,32.0,121,LP,Labour Party,Labour Party,4.483,11,829,776.0,986.0,878,Labour Party,soc,Social democracy,3.9889,3.5,8.1,64320.0,,,1201.0,2703.0,,7300.0,,11
NZL,New Zealand,parliament,2014-09-20,10.7,14.0,121,Greens,Green Party,Green Party,1.7729,11,829,776.0,986.0,1171,Green Party,eco,Green/Ecologist,2.2438,1.8,6.5,64110.0,,,,,,7252.0,,19
NZL,New Zealand,parliament,2014-09-20,8.66,11.0,121,NZFP,New Zealand First Party,New Zealand First Party,6.0388,11,829,776.0,986.0,891,New Zealand First Party,con,Conservative,5.4386,6.9,7.8,64621.0,,,,,,7284.0,,26
NZL,New Zealand,parliament,2014-09-20,1.32,2.0,121,MP,Māori Party,Maori Party,,11,829,776.0,986.0,114,Maori Party,spec,Special issue,,,,64951.0,,,,,,,,16
NZL,New Zealand,parliament,2014-09-20,0.69,1.0,121,ACT,ACT New Zealand,ACT New Zealand,9.0263,11,829,776.0,986.0,617,ACT New Zealand,lib,Liberal,8.9751,3.5,8.7,64420.0,,,,,,7220.0,,6
NZL,New Zealand,parliament,2014-09-20,0.22,1.0,121,UFNZ,United Future New Zealand,United Future New Zealand,6.1219,11,829,776.0,986.0,1313,United Future New Zealand,lib,Liberal,6.3158,3.5,8.7,64421.0,,,,,,7332.0,,6
NZL,New Zealand,parliament,2014-09-20,3.97,0.0,121,CP,Conservative Party of New Zealand,Conservatice Party of New Zealand,7.4,11,829,776.0,986.0,1973,Conservative Party of New Zealand,con,Conservative,6.4,6.9,7.8,,,,,,,,,26
NZL,New Zealand,parliament,2014-09-20,1.42,0.0,121,Mana,Mana Party,Mana Party,,11,829,776.0,986.0,1972,Mana Party,spec,Special issue,,,,,,,,,,,,16
POL,Poland,parliament,2015-10-25,37.58,235.0,460,PiS,Prawo i Sprawiedliwość,Law and Justice,7.6997,74,996,766.0,1146.0,528,Prawo i Sprawiedliwosc,con,Conservative,4.0466,8.2514,5.4813,92436.0,230.0,1616436.0,,,,3032.0,2605.0,26
POL,Poland,parliament,2015-10-25,24.09,138.0,460,PO,Platforma Obywatelska,Civic Platform,6.2355,74,996,766.0,1146.0,512,Platforma Obywatelska,con,Conservative,8.236,3.7102,9.3705,92435.0,228.0,1616435.0,,,,2980.0,2603.0,26
POL,Poland,parliament,2015-10-25,8.81,42.0,460,K,Kukiz'15,Kukiz'15,8.7,74,996,766.0,1146.0,2600,Kukiz'15,right,Right-wing,5.9,8.6,2.4,,,,,,,,,40
POL,Poland,parliament,2015-10-25,7.6,28.0,460,N,Nowoczesna,Modern,6.0,74,996,766.0,1146.0,2601,Nowoczesna,lib,Liberal,6.7,3.5,8.7,,,,,,,,,6
POL,Poland,parliament,2015-10-25,5.13,16.0,460,PSL,Polskie Stronnictwo Ludowe,Polish People's Party,4.1856,74,996,766.0,1146.0,664,Polskie Stronnictwo Ludowe,agr,Agrarian,2.8942,6.5491,5.3573,92811.0,229.0,1616811.0,,3002.0,,3006.0,2606.0,2
POL,Poland,parliament,2015-10-25,0.18,1.0,460,MN,Mniejszość niemiecka w Polsce,German minority,,74,996,766.0,1146.0,900,Mniejszosc niemiecka,spec,Special issue,,,,92953.0,,,,,,,,16
POL,Poland,parliament,2015-10-25,7.55,0.0,460,SLD,Sojusz Lewicy Demokratycznej,Democratic Left Alliance,2.8299,74,996,766.0,1146.0,629,Sojusz Lewicy Demokratycznej,soc,Social democracy,3.8505,1.8801,9.0872,92210.0,231.0,1616210.0,,3001.0,,3102.0,2601.0,11
POL,Poland,parliament,2015-10-25,4.76,0.0,460,KORWIN,Koalicja Odnowy Rzeczypospolitej Wolność i Nadzieja KORWiN,Coalition for the Renewal of the Republic -- Liberty and Hope,7.4,74,996,766.0,1146.0,2602,Koalicja Odnowy Rzeczypospolitej Wolnosc i Nadzieja KORWIN,con,Conservative,6.4,6.9,7.8,,,,,,,,,26
POL,Poland,parliament,2015-10-25,3.62,0.0,460,Razem,Partia Razem,Together Party,3.3,74,996,766.0,1146.0,2625,Partia Razem,soc,Social democracy,3.5,3.5,8.1,,,,,,,,,11
PRT,Portugal,parliament,2015-10-04,39.84,107.0,230,PSD,Partido Social Democrata,Social Democratic Party,6.2949,63,993,702.0,917.0,1273,Partido Social Democrata,lib,Liberal,6.8488,7.0224,8.4691,35313.0,245.0,1620313.0,,3103.0,1206.0,7722.0,1206.0,6
PRT,Portugal,parliament,2015-10-04,33.57,86.0,230,PS,Partido Socialista,Socialist Party,4.0492,63,993,702.0,917.0,725,Partido Socialista,soc,Social democracy,4.2716,3.5411,9.2233,35311.0,246.0,1620311.0,,3102.0,1205.0,7704.0,1205.0,11
PRT,Portugal,parliament,2015-10-04,10.58,19.0,230,BE,Bloco de Esquerda,Bloc of the Left,1.6425,63,993,702.0,917.0,557,Bloco de Esquerda,com,Communist/Socialist,1.9526,1.267,3.7018,35211.0,232.0,1620211.0,,,,7632.0,1208.0,14
PRT,Portugal,parliament,2015-10-04,8.56,17.0,230,CDU,Coligação Democrático Unitária,Unified Democratic Coalition,2.2233,63,993,702.0,917.0,1295,Coligacao Democratico Unitaria,com,Communist/Socialist,1.48,2.6433,3.2,35229.0,234.0,1620229.0,,,1201.0,,1201.0,14
PRT,Portugal,parliament,2015-10-04,1.44,1.0,230,PAN,Partido pelos Animais e pela Natureza,Party for Animals and Nature,2.5,63,993,702.0,917.0,1781,Partido pelos Animais e pela Natureza,eco,Green/Ecologist,2.5,1.8,6.5,,,,,,,,,19
PRT,Portugal,parliament,2015-10-04,1.19,0.0,230,PDR,Partido Democrático Republicano,Republican Democratic Party,7.4,63,993,702.0,917.0,2597,Partido Democratico Republicano,con,Conservative,6.4,6.9,7.8,,,,,,,,,26
PRT,Portugal,parliament,2015-10-04,1.15,0.0,230,PCTP/MRPP,Comunista dos Trabalhadores Portugueses / Movimento Reorganizativo do Partido do Proletariado,Communist Party of the Portuguese Workers / Reorganizative Movement of the Party of the Proletariat,1.2,63,993,702.0,917.0,281,Comunista dos Trabalhadores Portugueses / Movimento Reorganizativo do Partido do Proletariado,com,Communist/Socialist,1.4,3.0,3.3,,237.0,,,,,,,14
ROU,Romania,parliament,2012-12-09,58.63,150.0,412,PSD,Partidul Social Democrat,Social Democratic Party,3.2325,23,787,319.0,1033.0,1120,Partidul Social Democrat,soc,Social democracy,2.4518,6.2794,8.6459,93221.0,252.0,1642300.0,,3202.0,,3330.0,2701.0,11
ROU,Romania,parliament,2012-12-09,,100.0,412,PNL,Partidul Naţional Liberal,National Liberal Party,6.0543,23,787,319.0,1033.0,1015,Partidul National Liberal,lib,Liberal,7.245,3.5474,9.6079,93430.0,249.0,1642401.0,,3201.0,,3252.0,2705.0,6
ROU,Romania,parliament,2012-12-09,16.51,52.0,412,PD-L,Partidul Democrat-Liberal,Democratic Liberal Party,5.3875,23,787,319.0,1033.0,958,Partidul Democrat-Liberal,lib,Liberal,5.1868,3.9647,9.5309,,248.0,1642400.0,,,,3226.0,2704.0,6
ROU,Romania,parliament,2012-12-09,13.99,47.0,412,PP-DD,Partidul Poporului – Dan Diaconescu,People's Party -- Dan Diaconescu,1.2,23,787,319.0,1033.0,2130,Partidul Poporului -- Dan Diaconescu,com,Communist/Socialist,1.4,3.0,3.3,,,,,,,,,14
ROU,Romania,parliament,2012-12-09,5.13,18.0,412,UDMR,Uniunea Democrată Maghiară din România,Democratic Union of Hungarians in Romania,6.016,23,787,319.0,1033.0,948,Uniunea Democratica Maghiara din Romania,con,Conservative,5.9825,3.8813,9.4801,93951.0,253.0,1642900.0,,,,3382.0,2706.0,26
ROU,Romania,parliament,2012-12-09,,18.0,412,etnice,Partidele minorităţilor etnice din România,Romanian ethnic minorities parties,,23,787,319.0,1033.0,425,Partidele minoritatilor etnice din Romania,none,no family,,,,,,,,,,,,12
ROU,Romania,parliament,2012-12-09,,13.0,412,PC,Partidul Conservator,Conservative Party,4.7622,23,787,319.0,1033.0,5,Partidul Conservator,con,Conservative,4.7538,6.2779,8.2028,,,1642600.0,,,,3356.0,2702.0,26
ROU,Romania,parliament,2012-12-09,,10.0,412,UNPR,Uniunea Naţională pentru Progresul României,National Union for the Progress of Romania,3.3,23,787,319.0,1033.0,2002,Uniunea Nationala pentru Progresul Romaniei,soc,Social democracy,3.5,3.5,8.1,,,,,,,,,11
ROU,Romania,parliament,2012-12-09,,3.0,412,FC,Forța Civică,Civic Force,6.2,23,787,319.0,1033.0,2129,Forta Civica,chr,Christian democracy,5.7,7.2,8.3,,,,,,,,,3
ROU,Romania,parliament,2012-12-09,,1.0,412,PNT-CD,Partidul Naţional Ţărănesc Creştin Democrat,Christian-Democratic National Peasants' Party,5.5341,23,787,319.0,1033.0,888,Partidul National Taranesc Crestin Democrat,chr,Christian democracy,4.9393,6.8421,8.8158,93521.0,,1642800.0,,3205.0,,3278.0,,3
ROU,Romania,parliament,2012-12-09,1.25,0.0,412,PRM,Partidul România Mare,Greater Romania Party,6.6618,23,787,319.0,1033.0,713,Partidul Romania Mare,right,Right-wing,2.1497,9.5131,4.9488,93712.0,251.0,1642700.0,,3209.0,,3304.0,2703.0,40
SVK,Slovakia,parliament,2016-03-06,28.28,49.0,150,Smer,Smer – sociálna demokracia,Direction -- Social Democracy,3.3799,1,1003,781.0,1027.0,220,Smer -- socialna demokracia,soc,Social democracy,3.5124,3.6548,7.1697,96423.0,258.0,1703423.0,,,,4157.0,2803.0,11
SVK,Slovakia,parliament,2016-03-06,12.1,21.0,150,SaS,Sloboda a solidarita,Freedom and Solidarity,6.0,1,1003,781.0,1027.0,1460,Sloboda a solidarita,lib,Liberal,6.7,3.5,8.7,,,,,,,,2812.0,6
SVK,Slovakia,parliament,2016-03-06,11.03,19.0,150,OLaNO,Obyčajní ľudia a nezávislé osobnosti,Ordinary People and Independent,7.4,1,1003,781.0,1027.0,1759,Obycajni ludia a nezavisle osobnosti,con,Conservative,6.4,6.9,7.8,,,,,,,,,26
SVK,Slovakia,parliament,2016-03-06,8.64,15.0,150,SNS,Slovenská národná strana,Slovak National Party,7.0198,1,1003,781.0,1027.0,1072,Slovenska narodna strana,right,Right-wing,4.5191,8.46,3.838,96710.0,257.0,1703710.0,,3401.0,,4131.0,2809.0,40
SVK,Slovakia,parliament,2016-03-06,8.04,14.0,150,LsNS,Ľudová strana Naše Slovensko,People's Party Our Slovakia,8.7,1,1003,781.0,1027.0,586,Ludova strana Nase Slovensko,right,Right-wing,5.9,8.6,2.4,,,,,,,,,40
SVK,Slovakia,parliament,2016-03-06,6.63,11.0,150,SR,Sme Rodina – Boris Kollár,We are family -- Boris Kollar,8.7,1,1003,781.0,1027.0,2623,Sme Rodina -- Boris Kollar,right,Right-wing,5.9,8.6,2.4,,,,,,,,,40
SVK,Slovakia,parliament,2016-03-06,6.5,11.0,150,MH,Most-Híd,Most-Hid,7.4,1,1003,781.0,1027.0,1620,Most-Hid,con,Conservative,6.4,6.9,7.8,,,,,,,,2813.0,26
SVK,Slovakia,parliament,2016-03-06,5.61,10.0,150,S,Sieť,Network,7.4,1,1003,781.0,1027.0,2624,Siet,con,Conservative,6.4,6.9,7.8,,,,,,,,,26
SVK,Slovakia,parliament,2016-03-06,4.94,0.0,150,KDH,Kresťanskodemokratické hnutie,Christian Democratic Movement,7.1082,1,1003,781.0,1027.0,1432,Krest'anskodemokraticke hnutie,chr,Christian democracy,6.9698,8.8217,6.6998,96521.0,254.0,1703521.0,,3405.0,,3902.0,2805.0,3
SVK,Slovakia,parliament,2016-03-06,4.05,0.0,150,MK,Maďarskej koalície – Magyar koalíció,Hungarian Coalition,6.5005,1,1003,781.0,1027.0,559,Ma'arskej koalicie -- Magyar koalicio,con,Conservative,6.0172,6.1761,9.3803,96952.0,259.0,1703954.0,,,,4105.0,2804.0,26
SVN,Slovenia,parliament,2014-07-13,34.49,36.0,90,SMC,Stranka Mira Cerarja,Party of Miro Cerar,3.3,60,817,778.0,1047.0,2333,Stranka Mira Cerarja,soc,Social democracy,3.5,3.5,8.1,,,,,,,,,11
SVN,Slovenia,parliament,2014-07-13,20.71,21.0,90,SDS,Slovenska demokratska stranka,Slovenian Democratic Party,6.9996,60,817,778.0,1047.0,179,Slovenska demokratska stranka,soc,Social democracy,5.6339,6.7947,8.804,97320.0,263.0,1705320.0,,,,4261.0,2902.0,11
SVN,Slovenia,parliament,2014-07-13,10.18,10.0,90,DeSUS,Demokratična stranka upokojencev Slovenije,Democratic Party of Pensioners of Slovenia,3.2292,60,817,778.0,1047.0,1587,Demokraticna stranka upokojencev Slovenije,spec,Special issue,3.225,5.0708,7.0936,97951.0,260.0,1705951.0,,,,4183.0,2906.0,16
SVN,Slovenia,parliament,2014-07-13,5.98,6.0,90,ZL-SD,Združena lista – Socialni demokrati,United List -- Social Democrats,3.0637,60,817,778.0,1047.0,706,Zdruzena lista -- Socialni demokrati,soc,Social democracy,3.8001,2.9642,8.1513,97321.0,266.0,1705323.0,,,,4365.0,2903.0,11
SVN,Slovenia,parliament,2014-07-13,5.97,6.0,90,ZdLe,Združena levica,United Left,1.2,60,817,778.0,1047.0,2334,Zdruzena levica,com,Communist/Socialist,1.4,3.0,3.3,,,,,,,,,14
SVN,Slovenia,parliament,2014-07-13,5.59,5.0,90,NSI,Nova Slovenija – Krščanska ljudska stranka,New Slovenia -- Christian People's Party,7.9345,60,817,778.0,1047.0,1047,Nova Slovenija -- Krscanska ljudska stranka,chr,Christian democracy,5.9719,8.3998,8.4866,97522.0,262.0,1705522.0,,,,4235.0,2905.0,3
SVN,Slovenia,parliament,2014-07-13,4.38,4.0,90,ZaAB,Zavezništvo Alenke Bratušek,Alliance of Alenka Bratusek,3.3,60,817,778.0,1047.0,2337,Zaveznistvo Alenke Bratusek,soc,Social democracy,3.5,3.5,8.1,,,,,,,,,11
SVN,Slovenia,parliament,2014-07-13,,1.0,90,Ita,Italijanska narodna skupnost,Italian national community,,60,817,778.0,1047.0,199,Italijanska narodna skupnost,spec,Special issue,,,,,,,,,,,,16
SVN,Slovenia,parliament,2014-07-13,,1.0,90,Mad,Madžarska narodna skupnost,Hungarian national community,,60,817,778.0,1047.0,65,Madzarska narodna skupnost,spec,Special issue,,,,,,,,,,,,16
SVN,Slovenia,parliament,2014-07-13,3.95,0.0,90,SLS,Slovenska ljudska stranka,Slovenian People's Party,6.6953,60,817,778.0,1047.0,16,Slovenska ljudska stranka,chr,Christian democracy,5.0282,7.6299,6.8549,97521.0,264.0,1705521.0,,,,4287.0,2904.0,3
SVN,Slovenia,parliament,2014-07-13,2.97,0.0,90,LZJ-PS,Lista Zorana Jankovića – Pozitivna Slovenija,Zoran Jankovic's List -- Positive Slovenia,3.3,60,817,778.0,1047.0,1987,Lista Zorana Jankovica -- Pozitivna Slovenija,soc,Social democracy,3.5,3.5,8.1,,,,,,,,,11
SVN,Slovenia,parliament,2014-07-13,2.2,0.0,90,SNS,Slovenska nacionalna stranka,Slovenian National Party,4.7941,60,817,778.0,1047.0,981,Slovenska nacionalna stranka,code,to be coded,4.3938,6.0148,2.6754,97710.0,265.0,1705710.0,,,,4339.0,2907.0,28
SVN,Slovenia,parliament,2014-07-13,1.34,0.0,90,PSS, Piratska stranka Slovenije,Slovenian Pirate Party,,60,817,778.0,1047.0,2338, Piratska stranka Slovenije,spec,Special issue,,,,,,,,,,,,16
SWE,Sweden,parliament,2014-09-14,31.01,113.0,349,SAP,Socialdemokraterna,Social Democrats,3.4447,35,828,512.0,854.0,904,Socialdemokraterna,soc,Social democracy,3.5655,4.4407,7.4445,11320.0,277.0,1752320.0,1502.0,3702.0,1602.0,7940.0,1602.0,11
SWE,Sweden,parliament,2014-09-14,23.33,84.0,349,M,Moderaterna,Moderate Party,7.8907,35,828,512.0,854.0,657,Moderaterna,con,Conservative,8.4089,5.6977,8.5872,11620.0,278.0,1752620.0,1505.0,3707.0,1605.0,7900.0,1605.0,26
SWE,Sweden,parliament,2014-09-14,12.86,49.0,349,SD,Sverigedemokraterna,Sweden Democrats,8.7,35,828,512.0,854.0,1546,Sverigedemokraterna,right,Right-wing,5.9,8.6,2.4,,285.0,1752700.0,,,,,1610.0,40
SWE,Sweden,parliament,2014-09-14,6.89,25.0,349,MP,Miljöpartiet de Gröna,Greens,3.3789,35,828,512.0,854.0,1154,Miljopartiet de Grona,eco,Green/Ecologist,3.3866,2.5198,0.9875,11110.0,281.0,1752110.0,,3703.0,1607.0,7920.0,1607.0,19
SWE,Sweden,parliament,2014-09-14,6.11,22.0,349,C,Centerpartiet,Centre Party,5.8084,35,828,512.0,854.0,1461,Centerpartiet,agr,Agrarian,5.9903,6.0583,5.5679,11810.0,279.0,1752810.0,1504.0,3705.0,1603.0,7840.0,1603.0,2
SWE,Sweden,parliament,2014-09-14,5.72,21.0,349,V,Vänsterpartiet (kommunisterna),Left Party (Communists),1.5464,35,828,512.0,854.0,882,Vansterpartiet (kommunisterna),com,Communist/Socialist,1.4121,2.4562,1.2042,11220.0,282.0,1752220.0,1501.0,3701.0,1601.0,7960.0,1601.0,14
SWE,Sweden,parliament,2014-09-14,5.42,19.0,349,FP,Folkpartiet,People's Party,6.2906,35,828,512.0,854.0,892,Folkpartiet,lib,Liberal,7.3062,2.8515,9.4643,11420.0,280.0,1752420.0,1503.0,3704.0,1604.0,7860.0,1604.0,6
SWE,Sweden,parliament,2014-09-14,4.57,16.0,349,KD,Kristdemokraterna,Christian Democrats,7.195,35,828,512.0,854.0,282,Kristdemokraterna,chr,Christian democracy,6.7938,7.9997,7.8597,11520.0,283.0,1752520.0,,3706.0,1606.0,7880.0,1606.0,3
SWE,Sweden,parliament,2014-09-14,3.12,0.0,349,Fi,Feministiskt initiativ,Feminist Initiative,,35,828,512.0,854.0,1521,Feministiskt initiativ,spec,Special issue,,,,,286.0,,,,,,,16
TUR,Turkey,parliament,2015-11-01,49.5,317.0,550,AKP,Adalet ve Kalkınma Partisi,Justice and Development Party,6.9873,20,997,975.0,1173.0,901,Adalet ve Kalkinma Partisi,con,Conservative,3.797,8.499,8.6278,74622.0,306.0,,,,,8140.0,3401.0,26
TUR,Turkey,parliament,2015-11-01,25.32,134.0,550,SHP|CHP,Sosyal Demokrat Halçi Parti | Cumhuriyet Halk Partisi,Social Democratic Populist Party | Republican People's Party,3.2661,20,997,975.0,1173.0,507,Sosyal Demokrat Halci Parti | Cumhuriyet Halk Partisi,soc,Social democracy,2.8138,4.6154,7.3887,74321.0,307.0,,,4004.0,,8184.0,3402.0,11
TUR,Turkey,parliament,2015-11-01,10.76,59.0,550,HDP,Halkların Demokratik Partisi,Peoples' Democratic Party,1.2,20,997,975.0,1173.0,2572,Halklarin Demokratik Partisi,com,Communist/Socialist,1.4,3.0,3.3,,,,,,,,,14
TUR,Turkey,parliament,2015-11-01,11.9,40.0,550,MHP,Milliyetçi Hareket Partisi,National Action Party,8.6587,20,997,975.0,1173.0,408,Milliyetci Hareket Partisi,right,Right-wing,4.0081,9.4332,2.0078,74712.0,308.0,,,4009.0,,8294.0,3403.0,40
